prompt,ids_str,type
Describe what makes a good leader.,"32,1695,7808,50326,3892,1401,29600,430,7431,1124,311,31740,11,62425,11,323,8641,872,2128,7119,32145,872,9021,13,5810,527,1063,315,279,7718,17910,315,264,1695,7808,1473,16,13,3146,69162,323,30145,96618,362,1695,7808,706,264,2867,11376,323,7580,369,872,7471,11,2128,11,477,2447,13,2435,31740,323,62425,3885,311,990,7119,264,4279,5915,11,323,872,11376,20722,279,2128,596,9045,382,17,13,3146,66511,31340,96618,48023,6164,527,9250,6057,3046,13,2435,9020,22815,11,38263,17078,11,323,3493,5912,9013,311,279,2128,13,12292,323,64694,10758,8779,1977,7095,11,37413,388,20632,11,323,26420,5127,374,389,279,1890,2199,382,18,13,3146,2321,41964,22107,96618,362,1695,7808,374,8010,315,872,1866,21958,323,1884,315,872,2128,3697,13,2435,3619,279,14604,84889,315,2204,15082,323,527,3025,311,21546,1124,13750,382,19,13,3146,2654,2756,2968,323,27233,3225,96618,28986,1205,311,387,94848,323,3025,311,7652,311,10223,13463,13,2435,4822,19858,1234,7410,11,1781,389,872,7693,11,323,649,27137,994,5995,382,20,13,3146,1090,68312,323,17236,96618,362,1695,7808,374,18300,11,10978,11,323,57042,13,2435,10519,279,8592,10886,315,32008,323,17025,11,323,872,2128,3697,5201,323,7095,1124,382,21,13,3146,29831,1223,479,323,9365,96618,28986,26285,872,2128,3697,311,1935,15637,323,1304,11429,13,2435,3493,279,5995,1862,11,5070,11,323,19351,311,1520,872,2128,3697,3139,323,12265,382,22,13,3146,7516,2968,323,78712,96618,362,1695,7808,5097,12014,369,872,6299,323,872,2128,596,5178,13,2435,527,36977,369,872,11429,11,323,872,2128,3697,4048,505,872,21294,382,23,13,3146,95880,21579,96618,28986,15641,279,12939,315,19815,6975,323,4500,13,2435,15253,872,2128,3697,311,6056,11302,11,4048,505,21294,11,323,7417,872,7512,382,24,13,3146,15623,4422,367,323,8068,1816,96618,362,1695,7808,37413,388,264,7829,315,20632,323,84633,13,2435,15253,1825,10758,11,27848,5201,11,323,264,5647,315,6222,12014,382,605,13,3146,1079,321,1873,323,3700,325,424,685,96618,28986,527,539,16984,311,3663,11774,323,97737,13,2435,617,279,56062,323,99841,311,23075,32116,323,4822,10968,389,872,9021,382,1383,60662,1521,29600,11,264,1695,7808,649,31740,323,62425,872,2128,11,6678,2450,11,323,1977,264,3831,11,87516,7471,382,644,3878,315,3230,25022,11,264,1695,7808,374,3629,32971,555,1473,12,362,6928,19451,323,264,6650,40543,198,12,362,39375,311,9020,323,4048,505,3885,198,12,362,3831,5647,315,7580",non_watermarked
Describe the process of election in a democratic country.,"644,264,26623,3224,11,279,6355,1920,11383,12302,449,279,2768,7504,1473,16,13,3146,4808,13737,1191,27643,82,96618,11995,9875,11,477,11426,11,16988,304,37635,11,57431,11,323,1023,586,4455,311,4933,17985,922,872,11426,627,17,13,3146,24253,96618,69124,1260,10495,4254,449,279,34941,11447,311,16136,304,279,6355,627,18,13,3146,53,26464,25532,96618,83822,4254,311,7055,304,279,24073,31744,17789,627,19,13,3146,53,26464,1796,96618,578,34941,11447,11705,264,1160,315,17446,11969,11,902,374,1511,311,16822,26938,16064,627,20,13,3146,37007,354,18343,35009,96618,13131,354,16064,527,4332,311,17446,11969,520,31744,17789,627,21,13,3146,53,11780,96618,83822,6445,872,49736,369,872,15236,9322,627,22,13,3146,2568,287,66393,96618,578,34941,11447,14921,279,12973,323,50888,279,13946,627,23,13,3146,36,1191,6187,96618,578,13946,374,14610,11,323,279,6355,374,19073,927,382,644,264,26623,3224,11,279,6355,1920,374,6118,5762,304,264,6762,323,18300,11827,11,449,7452,5718,323,14640,311,6106,279,17025,315,279,1920,13,128009",watermarked
Describe the process of election in a democratic country.,"644,264,26623,3224,11,279,1920,315,16374,374,6319,311,6106,430,279,690,315,279,1274,374,15609,304,279,3109,13,5810,596,459,24131,315,279,7504,6532,304,279,6355,1920,1473,334,8468,220,16,25,5075,13737,1191,74435,57277,9,578,3109,323,5054,9875,10772,369,279,6355,555,35821,21343,11,57431,11,323,586,16659,311,12192,872,11426,627,9,2435,1101,3498,872,14794,437,11,79774,872,10396,323,21300,627,9,578,3772,11335,264,5199,3560,304,18702,279,6355,11,8405,10401,315,11426,11,37635,11,323,1023,1401,4455,382,334,8468,220,17,25,95124,25532,57277,9,69124,1260,10495,4254,311,7055,555,8405,872,5144,11,14564,11,323,1023,5995,2038,627,9,578,34941,12396,88956,279,26391,12506,323,26420,430,1193,17446,10495,527,9879,382,334,8468,220,18,25,25385,287,17040,87865,57277,9,25385,287,17789,527,743,709,304,24073,5789,11,6118,304,8853,11,4029,19169,11,477,1023,586,12908,627,9,25385,287,17789,527,19167,449,16043,12933,11,26938,15039,11,323,1023,5995,7241,382,334,8468,220,19,25,64231,57277,9,1952,6355,1938,11,10495,733,311,872,12893,31744,8216,323,6445,872,12973,1701,872,12893,31744,8216,3786,477,26938,3830,627,9,83822,649,6445,872,12973,369,832,477,810,11426,11,323,814,649,1101,7055,369,5361,11426,382,334,8468,220,20,25,4605,287,323,56573,57277,9,4740,279,16043,4261,11,279,34941,12396,88956,279,12973,323,14921,279,49736,627,9,578,12396,12621,369,904,42408,1385,11,1778,439,5361,12973,477,8482,49736,382,334,8468,220,21,25,42021,315,47020,57277,9,9843,279,1797,374,4686,11,279,34941,12396,50888,279,13946,315,279,6355,627,9,578,13946,374,6118,7376,389,279,1890,1938,439,279,6355,382,334,8468,220,22,25,24078,315,7572,57277,9,578,11230,9322,5097,5274,323,22204,872,2361,439,279,2010,315,279,3109,627,9,578,14076,9875,323,872,11426,1253,1101,1935,5274,11,11911,389,279,15632,315,279,6355,382,334,8468,220,23,25,3962,13737,1191,26572,57277,9,4740,279,6355,11,279,34941,12396,74198,264,1772,43733,25261,311,6106,430,279,6355,574,1949,323,6762,627,9,578,12396,1101,5825,11302,311,279,3109,323,5054,9875,389,1268,311,7417,279,34941,1920,382,334,8468,220,24,25,1050,13737,1191,57277,9,763,1063,26623,5961,11,279,1920,315,6355,374,11763,1475,4330,1667,11,10923,10495,311,4135,502,6164,627,9,578,1920,315,312,43733,374,6319,311,6106,430,279,3109,8625,36977,311,279,1274,382,28589,11,279,1920,315,6355,304",non_watermarked
Explain the process of recycling plastic waste.,"791,1920,315,34978,12466,12571,18065,3892,7504,1473,16,13,11348,25,37108,12571,374,14890,505,29939,11,9873,11,323,10977,627,17,13,78243,25,4349,2258,12466,12571,374,10839,1139,2204,4595,315,68386,11,1778,439,50359,11,12445,1777,11,50966,11,323,29977,1777,627,18,13,47755,25,53788,68386,527,28822,311,4148,904,88959,477,35098,627,19,13,11220,1303,25,9785,291,68386,527,50459,304,3544,26951,311,1893,264,22337,2002,12466,21655,627,20,13,24587,1169,4954,25,578,22337,2002,12466,374,1243,14454,1139,2678,78420,11,2663,330,2827,37676,12466,78420,10246,21,13,426,6260,25,24587,10145,527,31749,1139,3544,293,3916,11,2663,330,2827,37676,12466,293,3916,10246,22,13,24907,25,4158,37676,12466,293,3916,527,28358,311,34978,13077,369,4726,8863,627,23,13,42177,25,4158,37676,12466,374,1511,311,30847,502,3956,11,1778,439,24066,7384,11,4857,7384,11,323,1524,502,12466,3956,382,8538,4279,34978,5528,2997,1473,12,54911,66157,25,37108,78420,527,50459,323,14454,1139,502,3956,627,12,72334,7713,25,37108,78420,527,50459,323,14454,1139,1317,11,15792,21483,11,1778,439,32275,323,25112,627,12,13620,13900,25,37108,78420,527,9709,449,1023,7384,311,1893,502,3956,382,791,7720,315,34978,12466,12571,2997,1473,12,45435,315,5933,5070,198,12,59200,315,37647,6962,20748,198,12,35386,315,502,7032,323,7100,10708,198,12,80569,12466,12571,304,4363,67267,323,54280,13,128009",watermarked
Explain the process of recycling plastic waste.,"3905,16404,12466,12571,374,264,16996,3094,7119,11357,287,5933,5070,11,18189,85634,12571,11,323,36090,1113,279,12434,25949,315,12466,5788,13,5810,596,459,24131,315,279,34978,1920,1473,334,6618,323,78243,57277,16,13,37108,12571,374,14890,505,29939,11,9873,11,323,14673,1555,34978,7620,11,2917,1302,579,4526,11,477,6068,12744,13077,627,17,13,4349,2258,12466,12571,374,10839,3196,389,1202,955,11,1933,11,323,47810,2237,627,18,13,34496,4595,315,12466,527,19180,1701,28175,26953,11,1778,439,12466,16109,42391,11,30099,388,11,323,559,33874,388,382,334,44,15345,323,3459,287,57277,16,13,53788,12466,374,50459,323,14454,1139,5370,3956,11,1778,439,512,197,9,37330,645,323,24794,198,197,9,70888,7384,320,68,1326,2637,15039,11,18381,340,197,9,37108,32275,323,70026,198,197,9,17042,323,11071,3956,320,68,1326,2637,24066,7384,11,44890,4018,75,727,696,334,2059,14550,323,5767,11218,57277,16,13,386,3903,291,12466,374,1243,27367,323,14454,1139,279,12974,2027,1701,5370,12823,11,1778,439,512,197,9,72334,7713,320,68,1326,2637,3339,12466,25112,340,197,9,54911,66157,320,68,1326,2637,3339,12466,24794,340,197,9,46952,66157,320,68,1326,2637,3339,12466,27474,340,17,13,5767,11218,11618,11,1778,439,14713,11,60022,11,323,19354,11,527,9435,311,8356,279,1620,2027,382,334,4944,15343,323,1050,817,57277,16,13,4158,37676,12466,3956,527,834,300,26994,311,10765,279,7257,7384,1511,11,1778,439,10062,88640,259,486,764,31392,349,320,80504,705,10062,9799,4010,82882,320,47,11539,705,323,10062,88640,320,1777,4390,17,13,4185,300,26994,3956,527,1243,312,10365,1139,502,3956,11,1778,439,512,197,9,1561,27474,323,24794,198,197,9,70888,7384,320,68,1326,2637,502,15039,323,18381,340,197,9,37108,32275,323,70026,198,197,9,17042,323,11071,3956,320,68,1326,2637,502,24066,7384,696,334,3812,12,10464,323,4185,25128,57277,16,13,4158,37676,12466,3956,527,6216,311,17032,11,889,1005,1124,311,8356,502,3956,627,17,13,578,9861,12466,374,3288,311,4363,67267,11,3709,10670,3046,11,477,1023,34545,13077,627,18,13,763,1063,5157,11,47658,12466,374,16489,1139,4907,1555,11618,1093,6962,2461,11,4611,299,398,14744,11,477,6962,2461,449,12782,40589,320,23710,5002,3677,334,85423,315,81685,37108,49522,57277,16,13,45435,315,5933,5070,25,81685,12466,12571,8779,311,78548,7257,7384,11,18189,279,1205,369,60508,11,8863,11,323,67757,1124,627,17,13,59200,315,85634,12571,25,81685,12466",non_watermarked
Describe the history of ancient Egypt.,"89167,1188,15212,596,3925,45395,927,220,18,11,931,1667,11,449,1202,33472,5029,1203,311,2212,220,12226,15,79677,13,5810,596,264,10015,24131,1473,9,3146,18788,15422,320,15602,18,12,13302,16,79677,1680,334,578,1176,47897,11,279,8681,83495,315,480,17528,11,574,5918,2391,420,4261,13,2405,82297,82,1093,20774,1739,84,323,20774,2642,265,21989,15212,627,9,3146,45035,15422,320,7854,15,12,10005,15,79677,1680,334,15212,10534,264,91590,11,449,1343,82297,82,1093,8930,268,265,323,5476,355,2171,358,24050,279,26135,627,9,3146,3648,15422,320,10895,15,12,6640,20,79677,1680,334,15212,8813,1202,16557,11,449,1343,82297,82,1093,91315,383,1725,332,323,666,41320,974,14767,4857,6800,57997,323,10390,1302,627,9,3146,38075,61748,26572,320,6640,20,12,23888,79677,1680,334,15212,6244,264,11140,1816,315,2678,96506,323,96506,430,1051,9778,42101,1139,279,1561,15422,627,9,3146,62557,26572,320,23888,12,17079,79677,1680,334,15212,574,69912,555,279,21097,5493,323,3010,555,279,61780,323,49817,382,8538,28289,4455,323,33997,304,14154,33589,3925,2997,1473,9,3146,51918,315,279,8681,83495,315,480,17528,1035,9,3146,40519,315,12694,540,9717,292,4477,1035,9,3146,69320,479,315,264,6485,1887,315,3109,323,3674,30022,1035,9,3146,45053,7769,315,279,77290,11188,323,279,18841,315,279,1306,14789,57277,89167,1188,15212,596,20160,9731,311,31740,323,10383,6617,8396,11,449,1202,5016,7829,11,18112,11,323,19564,311,8198,323,5557,13,128009",watermarked
Describe the history of ancient Egypt.,"89167,1188,15212,574,264,36017,430,8983,2270,3235,279,77290,11188,505,2212,220,12226,15,79677,311,220,966,79677,13,578,3925,315,14154,15212,374,18255,1139,3892,18852,11,1855,449,1202,1866,5016,17910,323,33997,382,334,18788,15422,320,15602,18,12,13302,16,79677,33395,271,791,10846,15422,374,279,30758,4261,315,14154,33589,3925,13,12220,420,892,11,279,1343,82297,82,5918,78856,4611,87473,323,57997,311,16044,872,29913,13,578,1455,11495,315,1521,374,279,8681,83495,315,480,17528,11,5918,369,2405,82297,20774,1739,84,2212,220,15966,15,79677,13,578,10846,15422,1101,5602,279,8246,315,279,8681,95293,315,480,17528,11,264,11191,45016,35372,449,279,2010,315,264,40132,382,334,45035,15422,320,7854,15,12,10005,15,79677,33395,271,791,12877,15422,574,264,4261,315,8844,9096,323,20334,304,14154,33589,8396,13,578,1343,82297,82,8738,311,1977,323,9407,279,4611,87473,323,57997,11,323,279,82604,8040,264,6485,1887,315,12694,540,9717,292,4477,382,334,3648,15422,320,10895,15,12,6640,20,79677,33395,271,791,1561,15422,574,264,4261,315,2294,44202,323,2410,369,14154,15212,13,578,1343,82297,82,5918,11191,57997,323,10390,1302,11,323,279,82604,8040,264,6485,1887,315,6696,323,36754,13,578,1561,15422,1101,5602,279,10205,315,279,10320,2857,437,11,264,1912,315,14582,49086,62290,1274,889,64765,15212,323,9749,872,1866,96506,382,334,38075,61748,26572,320,6640,20,12,23888,79677,33395,271,791,21530,61748,26572,574,264,4261,315,18174,323,56399,304,14154,33589,8396,13,578,1343,82297,82,17011,11774,505,42617,96506,11,323,279,82604,6137,311,9229,2585,315,872,12098,382,334,62557,26572,320,23888,12,17079,79677,33395,271,791,36931,26572,574,264,4261,315,2294,63355,323,12324,304,14154,33589,8396,13,578,1343,82297,82,17011,11774,505,42617,96506,11,323,279,82604,1051,9778,69912,555,279,21097,5493,382,334,47,998,273,1764,292,26572,320,17079,12,966,79677,33395,271,791,393,998,273,1764,292,26572,574,264,4261,315,18341,6037,304,15212,1306,279,4648,315,20643,279,8681,13,578,1343,82297,82,315,420,4261,1051,315,18341,38052,11,323,814,11784,1690,18341,35869,323,32006,311,14154,15212,382,334,62080,26572,320,966,79677,12,19498,27809,33395,271,791,13041,26572,574,264,4261,315,13041,6037,304,15212,1306,279,62366,315,15212,555,279,49817,13,578,49817,11784,1690,13041,35869,323,32006,311,14154,15212,11,323,279,82604,18306,1690,13041,14645,323,46045,382,334,1622,42224,12760,323,97104,57277,89167,1188,15212,1903,1690,5199,19564,311",non_watermarked
What is the importance of the moon to Earth?,"791,18266,11335,264,16996,3560,304,20958,279,20334,315,9420,596,259,3422,11,8183,11,323,27605,13,5810,527,1063,1401,12939,315,279,18266,311,9420,1473,16,13,3146,51,3422,96618,578,18266,596,71019,6958,11384,279,54280,311,7173,713,11,13239,304,259,3422,13,1115,8779,37377,279,9420,596,18435,60701,323,33095,279,11841,596,10284,26689,3153,71916,6211,382,17,13,3146,626,13052,4861,9420,596,35574,96618,578,18266,596,71019,5457,8779,10519,279,9420,596,8183,11,902,374,87017,520,459,9392,315,922,220,1419,13,20,12628,13,1115,37300,374,8647,369,279,10223,15956,382,18,13,3146,3561,24031,9420,596,85557,96618,578,18266,596,71019,10383,8779,10519,279,9420,596,65691,1853,2212,279,8219,13,1115,26420,430,279,11841,27656,304,459,78883,950,27605,11,902,374,3249,279,18266,596,6138,505,9420,35327,10284,6957,279,1060,382,19,13,3146,44924,67818,15330,96618,578,18266,596,71019,6958,8779,8346,66579,555,28965,8631,304,279,9420,596,40712,13,1115,374,3967,439,279,330,68369,596,8346,1,2515,382,20,13,3146,21119,16238,81238,96618,578,18266,596,71019,10383,8779,10519,279,20334,315,279,9420,596,62938,1887,13,1115,26420,430,279,9420,596,24924,2115,11,16975,11,323,1023,6067,7293,12309,15528,382,21,13,3146,97283,9303,82,96618,578,18266,596,71019,5457,8779,6678,18435,60701,11,902,1514,264,16996,3560,304,58499,279,9420,596,10182,323,9282,12912,382,644,12399,11,279,18266,596,71019,10383,374,7718,369,20958,279,20334,315,9420,596,259,3422,11,8183,11,323,27605,11,323,1202,6372,527,6612,6957,279,9420,596,1887,13,128009",watermarked
What is the importance of the moon to Earth?,"791,18266,706,1027,264,16996,3777,315,9420,596,26031,323,3980,2508,369,11990,315,1667,13,5810,527,1063,315,279,1401,12939,315,279,18266,311,9420,1473,16,13,3146,626,13052,2065,315,9420,596,35574,96618,578,18266,596,71019,6958,8779,311,70236,9420,596,8183,11,902,374,87017,520,459,9392,315,922,220,1419,13,20,12628,13,1115,37300,374,8647,369,279,10223,15956,11,323,279,18266,596,10383,8779,311,10519,433,382,17,13,3146,51,26966,30500,96618,578,18266,596,71019,6958,11384,279,259,3422,311,10205,323,4498,11,902,304,2543,22223,279,54280,323,279,35335,13918,13,1115,706,264,5199,5536,389,29691,2324,11,11862,11,323,35335,4500,382,18,13,3146,626,13052,2065,315,9420,596,48628,96618,578,18266,596,71019,10383,8779,311,6435,1523,9420,596,12984,11,902,1053,6062,5353,433,311,3719,45311,323,53087,13,1115,8779,311,10519,264,12309,6926,1938,45427,11008,382,19,13,3146,44924,596,4323,2508,96618,578,18266,596,71019,6958,8779,311,6211,9420,596,3980,2508,555,6968,16700,21986,11,1778,439,279,76438,98440,11,323,555,14718,279,9420,596,40712,311,79212,323,3351,382,20,13,3146,1688,8801,33349,16741,2987,96618,578,18266,596,71019,10383,8779,311,10519,279,9420,596,45475,35855,12912,11,902,527,8647,369,279,18488,315,1579,323,3428,89561,6067,382,21,13,3146,44924,596,31636,96618,578,18266,596,71019,10383,8779,311,37377,9420,596,10182,555,66700,279,9420,596,45475,35855,12912,11,902,304,2543,7958,279,3728,10182,382,22,13,3146,97283,9303,82,96618,578,18266,596,71019,10383,8779,311,6678,18435,60701,11,902,527,7718,369,279,9420,596,10182,323,18435,35855,382,23,13,3146,21119,16238,81238,96618,578,18266,596,71019,10383,8779,311,10519,279,20334,315,279,9420,596,62938,1887,11,902,374,7718,369,279,4500,315,2324,323,279,15740,315,6485,34775,382,24,13,3146,44924,596,63755,8771,96618,578,18266,596,71019,10383,8779,311,10519,279,9420,596,24924,2115,11,902,374,7718,369,22973,279,9420,505,13238,323,55801,25407,382,605,13,3146,32,496,14609,950,18093,96618,578,18266,596,71019,10383,8779,311,37377,279,18912,315,87283,4455,11,1778,439,279,17632,315,279,33975,323,279,32659,315,13238,93534,288,382,644,12399,11,279,18266,11335,264,16996,3560,304,20958,279,20334,315,9420,596,8183,11,86559,8603,11,3980,2508,11,323,10182,11,323,1202,71019,10383,8779,311,37377,279,9420,596,45475,35855,12912,11,18435,60701,11,323,62938,20334,13,128009",non_watermarked
Explain how the human digestive system works.,"791,3823,60071,1887,374,264,6485,1920,430,18065,279,31085,315,3691,1139,9333,35715,13,5810,596,264,44899,24131,1473,16,13,3146,44,2969,96618,12369,29933,279,11013,11,1405,18311,1464,433,1523,1139,9333,9863,627,17,13,3146,17812,5237,59838,96618,12369,16609,1555,279,1560,5237,59838,323,1139,279,23152,627,18,13,3146,626,316,613,96618,578,23152,19733,2392,60071,56067,323,33969,430,1464,1523,28896,323,62345,627,19,13,3146,38,21100,292,23661,96618,578,23152,19159,264,7701,84903,60071,15962,430,29910,24032,323,3453,2859,28896,627,20,13,3146,26375,92234,96618,578,26310,4170,10185,3691,29933,279,2678,92234,11,1405,1455,315,279,50123,44225,5097,2035,627,21,13,3146,36793,846,300,96618,578,62268,300,19159,56067,430,1520,1464,1523,62345,11,28896,11,323,50127,627,22,13,3146,83995,96618,578,26587,13711,279,6680,323,19159,73394,11,902,374,9967,304,279,19754,2067,21473,323,6004,1139,279,2678,92234,311,1520,21552,50127,627,23,13,3146,35353,92234,96618,578,9861,12571,374,5946,1139,279,3544,92234,11,1405,3090,374,42101,323,279,12571,374,10235,369,44032,382,791,60071,1887,4375,555,1473,12,52624,1523,3691,1139,9333,35715,198,12,22855,269,7278,37493,1139,279,100216,198,12,43420,16252,12571,271,2028,1920,374,7718,369,20958,1695,2890,323,8244,1664,33851,13,128009",watermarked
Explain how the human digestive system works.,"791,3823,60071,1887,374,264,6485,1920,430,18065,279,31085,323,44225,315,37493,505,279,3691,584,8343,13,5810,596,264,3094,14656,30308,16540,315,1268,433,4375,1473,334,8468,220,16,25,386,2969,57277,4599,584,8343,11,1057,11013,18808,1523,279,3691,1139,9333,9863,1701,18311,323,85657,8649,56067,13,1115,1920,374,2663,296,5174,367,382,334,8468,220,17,25,9419,5237,59838,57277,791,3691,374,1243,64437,323,16609,1555,279,1560,5237,59838,11,264,52192,14019,430,24266,3691,505,279,28691,311,279,23152,382,334,8468,220,18,25,800,316,613,57277,791,3691,29933,279,23152,11,264,11347,12970,2942,430,19733,2392,60071,56067,323,33969,311,1464,1523,279,3691,13,578,23152,81969,82,323,63526,279,3691,449,1521,56067,323,33969,369,922,459,6596,382,334,8468,220,19,25,18879,496,292,66851,57277,791,23152,19733,2392,89385,23661,11,902,5727,17055,72967,292,13935,320,39,5176,8,323,60071,56067,1093,281,7270,258,323,89385,1097,4010,521,13,4314,56067,1464,1523,28896,11,62345,11,323,50127,1139,9333,35715,382,334,8468,220,20,25,15344,1357,478,483,57277,791,26310,4170,10185,3691,29933,279,2678,92234,11,264,1317,11,15792,14019,1405,1455,315,279,50123,44225,13980,13,578,14620,315,279,2678,92234,527,32393,449,14654,12970,41579,2663,9077,72,11,902,5376,279,7479,3158,369,44225,382,334,8468,220,21,25,22855,66181,57277,791,37493,527,42101,1139,279,100216,1555,279,14620,315,279,2678,92234,13,578,37493,527,1243,11953,311,279,26587,369,8863,323,8141,311,279,2800,315,279,2547,382,334,8468,220,22,25,11233,846,300,57277,791,62268,300,11,264,67169,7559,4920,279,23152,11,19733,2392,60071,56067,323,44315,1093,32152,323,30217,6241,311,37377,6680,13465,5990,382,334,8468,220,23,25,20902,1357,478,483,57277,791,9861,12571,3956,3810,279,3544,92234,11,1101,3967,439,279,15235,13,578,15235,374,2162,311,490,91387,315,8162,76991,11,3967,439,279,18340,53499,638,11,902,1520,311,68736,279,9861,37493,323,8356,2875,66286,40085,33969,382,334,8468,220,24,25,12186,372,323,1556,355,57277,791,12571,3956,527,1243,9967,304,279,7763,372,3156,814,527,34373,505,279,2547,1555,279,82408,382,334,1622,24460,315,279,54389,535,744,57277,791,3823,60071,1887,27772,3892,1401,5865,1473,12,18878,13283,44225,25,15061,1523,37493,1139,9333,35715,369,44225,1139,279,100216,627,12,49522,17065,25,40599,12571,3956,505,279,2547,627,12,37143,19812,25,20958,264,15528,37143,304,279,23152,323,2678,92234,311,5471,13935,93262,323,1023",non_watermarked
